name,wager,wager_count,player_hands
Hal,4,3,"{'Andy': [1, 4], 'Hal': [6, 4], 'Allice': [3, 2, 2, 3], 'WOPR': [3, 2, 6]}"
Allice,3,4,"{'Hal': [6, 4], 'Allice': [3, 2, 2, 3], 'WOPR': [3, 2, 6], 'Andy': [1, 4]}"
WOPR,6,4,"{'Allice': [3, 2, 2, 3], 'WOPR': [3, 2, 6], 'Andy': [1, 4], 'Hal': [6, 4]}"
Andy,4,5,"{'WOPR': [3, 2, 6], 'Andy': [1, 4], 'Hal': [6, 4], 'Allice': [3, 2, 2, 3]}"
Hal,6,5,"{'Andy': [1, 4], 'Hal': [6, 4], 'Allice': [3, 2, 2, 3], 'WOPR': [3, 2, 6]}"
Allice,LIAR,LIAR,"{'WOPR': [3, 2, 6], 'Andy': [1, 4], 'Hal': [4], 'Allice': [3, 2, 2, 3]}"
Andy,1,2,"{'WOPR': [4, 4, 3], 'Andy': [1, 1], 'Hal': [2], 'Allice': [6, 3, 6, 3]}"
Hal,2,2,"{'Andy': [1, 1], 'Hal': [2], 'Allice': [6, 3, 6, 3], 'WOPR': [4, 4, 3]}"
Allice,3,2,"{'Hal': [2], 'Allice': [6, 3, 6, 3], 'WOPR': [4, 4, 3], 'Andy': [1, 1]}"
WOPR,4,2,"{'Allice': [6, 3, 6, 3], 'WOPR': [4, 4, 3], 'Andy': [1, 1], 'Hal': [2]}"
Andy,1,3,"{'WOPR': [4, 4, 3], 'Andy': [1, 1], 'Hal': [2], 'Allice': [6, 3, 6, 3]}"
Hal,2,3,"{'Andy': [1, 1], 'Hal': [2], 'Allice': [6, 3, 6, 3], 'WOPR': [4, 4, 3]}"
Allice,6,3,"{'Hal': [2], 'Allice': [6, 3, 6, 3], 'WOPR': [4, 4, 3], 'Andy': [1, 1]}"
WOPR,4,4,"{'Allice': [6, 3, 6, 3], 'WOPR': [4, 4, 3], 'Andy': [1, 1], 'Hal': [2]}"
Andy,1,5,"{'WOPR': [4, 4, 3], 'Andy': [1, 1], 'Hal': [2], 'Allice': [6, 3, 6, 3]}"
Hal,2,5,"{'Andy': [1, 1], 'Hal': [2], 'Allice': [6, 3, 6, 3], 'WOPR': [4, 4, 3]}"
Allice,LIAR,LIAR,"{'WOPR': [4, 4, 3], 'Andy': [1, 1], 'Hal': [], 'Allice': [6, 3, 6, 3]}"
Allice,6,1,"{'Allice': [5, 2, 1, 2], 'WOPR': [4, 5, 6], 'Andy': [3, 3]}"
WOPR,6,2,"{'WOPR': [4, 5, 6], 'Andy': [3, 3], 'Allice': [5, 2, 1, 2]}"
Andy,3,3,"{'Andy': [3, 3], 'Allice': [5, 2, 1, 2], 'WOPR': [4, 5, 6]}"
Allice,2,4,"{'Allice': [5, 2, 1, 2], 'WOPR': [4, 5, 6], 'Andy': [3, 3]}"
WOPR,LIAR,LIAR,"{'Allice': [2, 1, 2], 'WOPR': [4, 5, 6], 'Andy': [3, 3]}"
Andy,6,1,"{'Andy': [3, 6], 'Allice': [1, 5, 5], 'WOPR': [3, 2, 4]}"
Allice,5,2,"{'Allice': [1, 5, 5], 'WOPR': [3, 2, 4], 'Andy': [3, 6]}"
WOPR,4,3,"{'WOPR': [3, 2, 4], 'Andy': [3, 6], 'Allice': [1, 5, 5]}"
Andy,6,3,"{'Andy': [3, 6], 'Allice': [1, 5, 5], 'WOPR': [3, 2, 4]}"
Allice,5,4,"{'Allice': [1, 5, 5], 'WOPR': [3, 2, 4], 'Andy': [3, 6]}"
WOPR,LIAR,LIAR,"{'Allice': [5, 5], 'WOPR': [3, 2, 4], 'Andy': [3, 6]}"
Andy,3,1,"{'Andy': [3, 2], 'Allice': [5, 3], 'WOPR': [1, 6, 6]}"
Allice,5,1,"{'Allice': [5, 3], 'WOPR': [1, 6, 6], 'Andy': [3, 2]}"
WOPR,6,1,"{'WOPR': [1, 6, 6], 'Andy': [3, 2], 'Allice': [5, 3]}"
Andy,3,2,"{'Andy': [3, 2], 'Allice': [5, 3], 'WOPR': [1, 6, 6]}"
Allice,5,2,"{'Allice': [5, 3], 'WOPR': [1, 6, 6], 'Andy': [3, 2]}"
WOPR,6,2,"{'WOPR': [1, 6, 6], 'Andy': [3, 2], 'Allice': [5, 3]}"
Andy,3,3,"{'Andy': [3, 2], 'Allice': [5, 3], 'WOPR': [1, 6, 6]}"
Allice,5,3,"{'Allice': [5, 3], 'WOPR': [1, 6, 6], 'Andy': [3, 2]}"
WOPR,6,3,"{'WOPR': [1, 6, 6], 'Andy': [3, 2], 'Allice': [5, 3]}"
Andy,LIAR,LIAR,"{'WOPR': [6, 6], 'Andy': [3, 2], 'Allice': [5, 3]}"
Allice,4,1,"{'Allice': [4, 4], 'WOPR': [2, 4], 'Andy': [6, 3]}"
WOPR,4,2,"{'WOPR': [2, 4], 'Andy': [6, 3], 'Allice': [4, 4]}"
Andy,3,3,"{'Andy': [6, 3], 'Allice': [4, 4], 'WOPR': [2, 4]}"
Allice,4,3,"{'Allice': [4, 4], 'WOPR': [2, 4], 'Andy': [6, 3]}"
WOPR,LIAR,LIAR,"{'Allice': [4, 4], 'WOPR': [4], 'Andy': [6, 3]}"
Andy,3,1,"{'Andy': [2, 3], 'Allice': [4, 6], 'WOPR': [3]}"
Allice,6,1,"{'Allice': [4, 6], 'WOPR': [3], 'Andy': [2, 3]}"
WOPR,4,2,"{'WOPR': [3], 'Andy': [2, 3], 'Allice': [4, 6]}"
Andy,LIAR,LIAR,"{'WOPR': [], 'Andy': [2, 3], 'Allice': [4, 6]}"
Allice,4,1,"{'Allice': [4, 2], 'Andy': [6, 1]}"
Andy,6,1,"{'Andy': [6, 1], 'Allice': [4, 2]}"
Allice,LIAR,LIAR,"{'Andy': [6, 1], 'Allice': [2]}"
Allice,4,1,"{'Allice': [4], 'Andy': [1, 4]}"
Andy,LIAR,LIAR,"{'Allice': [4], 'Andy': [4]}"
Andy,6,1,"{'Andy': [6], 'Allice': [6]}"
Allice,LIAR,LIAR,"{'Andy': [6], 'Allice': []}"
Allice,5,1,"{'Hal': [3, 2, 5, 1], 'Allice': [1, 5, 4, 5], 'WOPR': [3, 6, 4, 5], 'Andy': [6, 1, 2, 4]}"
WOPR,6,1,"{'Allice': [1, 5, 4, 5], 'WOPR': [3, 6, 4, 5], 'Andy': [6, 1, 2, 4], 'Hal': [3, 2, 5, 1]}"
Andy,6,2,"{'WOPR': [3, 6, 4, 5], 'Andy': [6, 1, 2, 4], 'Hal': [3, 2, 5, 1], 'Allice': [1, 5, 4, 5]}"
Hal,5,3,"{'Andy': [6, 1, 2, 4], 'Hal': [3, 2, 5, 1], 'Allice': [1, 5, 4, 5], 'WOPR': [3, 6, 4, 5]}"
Allice,5,4,"{'Hal': [3, 2, 5, 1], 'Allice': [1, 5, 4, 5], 'WOPR': [3, 6, 4, 5], 'Andy': [6, 1, 2, 4]}"
WOPR,6,4,"{'Allice': [1, 5, 4, 5], 'WOPR': [3, 6, 4, 5], 'Andy': [6, 1, 2, 4], 'Hal': [3, 2, 5, 1]}"
Andy,6,5,"{'WOPR': [3, 6, 4, 5], 'Andy': [6, 1, 2, 4], 'Hal': [3, 2, 5, 1], 'Allice': [1, 5, 4, 5]}"
Hal,5,6,"{'Andy': [6, 1, 2, 4], 'Hal': [3, 2, 5, 1], 'Allice': [1, 5, 4, 5], 'WOPR': [3, 6, 4, 5]}"
Allice,5,7,"{'Hal': [3, 2, 5, 1], 'Allice': [1, 5, 4, 5], 'WOPR': [3, 6, 4, 5], 'Andy': [6, 1, 2, 4]}"
WOPR,LIAR,LIAR,"{'Andy': [6, 1, 2, 4], 'Hal': [3, 2, 5, 1], 'Allice': [5, 4, 5], 'WOPR': [3, 6, 4, 5]}"
Hal,4,1,"{'Andy': [6, 6, 2, 5], 'Hal': [5, 4, 4, 1], 'Allice': [4, 1, 2], 'WOPR': [3, 5, 6, 6]}"
Allice,4,2,"{'Hal': [5, 4, 4, 1], 'Allice': [4, 1, 2], 'WOPR': [3, 5, 6, 6], 'Andy': [6, 6, 2, 5]}"
WOPR,6,2,"{'Allice': [4, 1, 2], 'WOPR': [3, 5, 6, 6], 'Andy': [6, 6, 2, 5], 'Hal': [5, 4, 4, 1]}"
Andy,6,3,"{'WOPR': [3, 5, 6, 6], 'Andy': [6, 6, 2, 5], 'Hal': [5, 4, 4, 1], 'Allice': [4, 1, 2]}"
Hal,4,4,"{'Andy': [6, 6, 2, 5], 'Hal': [5, 4, 4, 1], 'Allice': [4, 1, 2], 'WOPR': [3, 5, 6, 6]}"
Allice,4,5,"{'Hal': [5, 4, 4, 1], 'Allice': [4, 1, 2], 'WOPR': [3, 5, 6, 6], 'Andy': [6, 6, 2, 5]}"
WOPR,6,5,"{'Allice': [4, 1, 2], 'WOPR': [3, 5, 6, 6], 'Andy': [6, 6, 2, 5], 'Hal': [5, 4, 4, 1]}"
Andy,6,6,"{'WOPR': [3, 5, 6, 6], 'Andy': [6, 6, 2, 5], 'Hal': [5, 4, 4, 1], 'Allice': [4, 1, 2]}"
Hal,LIAR,LIAR,"{'Allice': [4, 1, 2], 'WOPR': [3, 5, 6, 6], 'Andy': [6, 2, 5], 'Hal': [5, 4, 4, 1]}"
WOPR,2,1,"{'Allice': [3, 5, 2], 'WOPR': [2, 1, 2, 1], 'Andy': [6, 1, 5], 'Hal': [1, 5, 6, 5]}"
Andy,6,1,"{'WOPR': [2, 1, 2, 1], 'Andy': [6, 1, 5], 'Hal': [1, 5, 6, 5], 'Allice': [3, 5, 2]}"
Hal,5,2,"{'Andy': [6, 1, 5], 'Hal': [1, 5, 6, 5], 'Allice': [3, 5, 2], 'WOPR': [2, 1, 2, 1]}"
Allice,5,3,"{'Hal': [1, 5, 6, 5], 'Allice': [3, 5, 2], 'WOPR': [2, 1, 2, 1], 'Andy': [6, 1, 5]}"
WOPR,2,4,"{'Allice': [3, 5, 2], 'WOPR': [2, 1, 2, 1], 'Andy': [6, 1, 5], 'Hal': [1, 5, 6, 5]}"
Andy,6,4,"{'WOPR': [2, 1, 2, 1], 'Andy': [6, 1, 5], 'Hal': [1, 5, 6, 5], 'Allice': [3, 5, 2]}"
Hal,5,5,"{'Andy': [6, 1, 5], 'Hal': [1, 5, 6, 5], 'Allice': [3, 5, 2], 'WOPR': [2, 1, 2, 1]}"
Allice,LIAR,LIAR,"{'WOPR': [2, 1, 2, 1], 'Andy': [6, 1, 5], 'Hal': [5, 6, 5], 'Allice': [3, 5, 2]}"
Andy,6,1,"{'WOPR': [4, 5, 5, 2], 'Andy': [2, 1, 6], 'Hal': [4, 6, 4], 'Allice': [1, 4, 6]}"
Hal,4,2,"{'Andy': [2, 1, 6], 'Hal': [4, 6, 4], 'Allice': [1, 4, 6], 'WOPR': [4, 5, 5, 2]}"
Allice,6,2,"{'Hal': [4, 6, 4], 'Allice': [1, 4, 6], 'WOPR': [4, 5, 5, 2], 'Andy': [2, 1, 6]}"
WOPR,5,3,"{'Allice': [1, 4, 6], 'WOPR': [4, 5, 5, 2], 'Andy': [2, 1, 6], 'Hal': [4, 6, 4]}"
Andy,6,3,"{'WOPR': [4, 5, 5, 2], 'Andy': [2, 1, 6], 'Hal': [4, 6, 4], 'Allice': [1, 4, 6]}"
Hal,4,4,"{'Andy': [2, 1, 6], 'Hal': [4, 6, 4], 'Allice': [1, 4, 6], 'WOPR': [4, 5, 5, 2]}"
Allice,6,4,"{'Hal': [4, 6, 4], 'Allice': [1, 4, 6], 'WOPR': [4, 5, 5, 2], 'Andy': [2, 1, 6]}"
WOPR,5,5,"{'Allice': [1, 4, 6], 'WOPR': [4, 5, 5, 2], 'Andy': [2, 1, 6], 'Hal': [4, 6, 4]}"
Andy,6,5,"{'WOPR': [4, 5, 5, 2], 'Andy': [2, 1, 6], 'Hal': [4, 6, 4], 'Allice': [1, 4, 6]}"
Hal,4,6,"{'Andy': [2, 1, 6], 'Hal': [4, 6, 4], 'Allice': [1, 4, 6], 'WOPR': [4, 5, 5, 2]}"
Allice,LIAR,LIAR,"{'WOPR': [4, 5, 5, 2], 'Andy': [2, 1, 6], 'Hal': [6, 4], 'Allice': [1, 4, 6]}"
Andy,6,1,"{'WOPR': [4, 3, 2, 5], 'Andy': [3, 6, 1], 'Hal': [2, 4], 'Allice': [3, 1, 6]}"
Hal,4,2,"{'Andy': [3, 6, 1], 'Hal': [2, 4], 'Allice': [3, 1, 6], 'WOPR': [4, 3, 2, 5]}"
Allice,6,2,"{'Hal': [2, 4], 'Allice': [3, 1, 6], 'WOPR': [4, 3, 2, 5], 'Andy': [3, 6, 1]}"
WOPR,5,3,"{'Allice': [3, 1, 6], 'WOPR': [4, 3, 2, 5], 'Andy': [3, 6, 1], 'Hal': [2, 4]}"
Andy,6,3,"{'WOPR': [4, 3, 2, 5], 'Andy': [3, 6, 1], 'Hal': [2, 4], 'Allice': [3, 1, 6]}"
Hal,4,4,"{'Andy': [3, 6, 1], 'Hal': [2, 4], 'Allice': [3, 1, 6], 'WOPR': [4, 3, 2, 5]}"
Allice,6,4,"{'Hal': [2, 4], 'Allice': [3, 1, 6], 'WOPR': [4, 3, 2, 5], 'Andy': [3, 6, 1]}"
WOPR,LIAR,LIAR,"{'Andy': [3, 6, 1], 'Hal': [2, 4], 'Allice': [1, 6], 'WOPR': [4, 3, 2, 5]}"
Hal,1,2,"{'Andy': [4, 5, 4], 'Hal': [1, 1], 'Allice': [4, 2], 'WOPR': [2, 1, 4, 5]}"
Allice,4,2,"{'Hal': [1, 1], 'Allice': [4, 2], 'WOPR': [2, 1, 4, 5], 'Andy': [4, 5, 4]}"
WOPR,5,2,"{'Allice': [4, 2], 'WOPR': [2, 1, 4, 5], 'Andy': [4, 5, 4], 'Hal': [1, 1]}"
Andy,4,3,"{'WOPR': [2, 1, 4, 5], 'Andy': [4, 5, 4], 'Hal': [1, 1], 'Allice': [4, 2]}"
Hal,1,4,"{'Andy': [4, 5, 4], 'Hal': [1, 1], 'Allice': [4, 2], 'WOPR': [2, 1, 4, 5]}"
Allice,4,4,"{'Hal': [1, 1], 'Allice': [4, 2], 'WOPR': [2, 1, 4, 5], 'Andy': [4, 5, 4]}"
WOPR,5,4,"{'Allice': [4, 2], 'WOPR': [2, 1, 4, 5], 'Andy': [4, 5, 4], 'Hal': [1, 1]}"
Andy,4,5,"{'WOPR': [2, 1, 4, 5], 'Andy': [4, 5, 4], 'Hal': [1, 1], 'Allice': [4, 2]}"
Hal,1,6,"{'Andy': [4, 5, 4], 'Hal': [1, 1], 'Allice': [4, 2], 'WOPR': [2, 1, 4, 5]}"
Allice,LIAR,LIAR,"{'WOPR': [2, 1, 4, 5], 'Andy': [4, 5, 4], 'Hal': [1], 'Allice': [4, 2]}"
Andy,6,1,"{'WOPR': [2, 6, 3, 2], 'Andy': [3, 6, 2], 'Hal': [1], 'Allice': [5, 6]}"
Hal,1,2,"{'Andy': [3, 6, 2], 'Hal': [1], 'Allice': [5, 6], 'WOPR': [2, 6, 3, 2]}"
Allice,6,2,"{'Hal': [1], 'Allice': [5, 6], 'WOPR': [2, 6, 3, 2], 'Andy': [3, 6, 2]}"
WOPR,2,3,"{'Allice': [5, 6], 'WOPR': [2, 6, 3, 2], 'Andy': [3, 6, 2], 'Hal': [1]}"
Andy,6,3,"{'WOPR': [2, 6, 3, 2], 'Andy': [3, 6, 2], 'Hal': [1], 'Allice': [5, 6]}"
Hal,1,4,"{'Andy': [3, 6, 2], 'Hal': [1], 'Allice': [5, 6], 'WOPR': [2, 6, 3, 2]}"
Allice,6,4,"{'Hal': [1], 'Allice': [5, 6], 'WOPR': [2, 6, 3, 2], 'Andy': [3, 6, 2]}"
WOPR,LIAR,LIAR,"{'Andy': [3, 6, 2], 'Hal': [1], 'Allice': [6], 'WOPR': [2, 6, 3, 2]}"
Hal,3,1,"{'Andy': [1, 1, 1], 'Hal': [3], 'Allice': [2], 'WOPR': [3, 2, 2, 4]}"
Allice,2,2,"{'Hal': [3], 'Allice': [2], 'WOPR': [3, 2, 2, 4], 'Andy': [1, 1, 1]}"
WOPR,2,3,"{'Allice': [2], 'WOPR': [3, 2, 2, 4], 'Andy': [1, 1, 1], 'Hal': [3]}"
Andy,1,4,"{'WOPR': [3, 2, 2, 4], 'Andy': [1, 1, 1], 'Hal': [3], 'Allice': [2]}"
Hal,3,4,"{'Andy': [1, 1, 1], 'Hal': [3], 'Allice': [2], 'WOPR': [3, 2, 2, 4]}"
Allice,LIAR,LIAR,"{'WOPR': [3, 2, 2, 4], 'Andy': [1, 1, 1], 'Hal': [], 'Allice': [2]}"
Allice,2,1,"{'Allice': [1], 'WOPR': [6, 6, 5, 5], 'Andy': [6, 4, 3]}"
WOPR,6,1,"{'WOPR': [6, 6, 5, 5], 'Andy': [6, 4, 3], 'Allice': [1]}"
Andy,6,2,"{'Andy': [6, 4, 3], 'Allice': [1], 'WOPR': [6, 6, 5, 5]}"
Allice,1,3,"{'Allice': [1], 'WOPR': [6, 6, 5, 5], 'Andy': [6, 4, 3]}"
WOPR,6,3,"{'WOPR': [6, 6, 5, 5], 'Andy': [6, 4, 3], 'Allice': [1]}"
Andy,LIAR,LIAR,"{'WOPR': [6, 6, 5, 5], 'Andy': [4, 3], 'Allice': [1]}"
Allice,5,1,"{'Allice': [5], 'WOPR': [3, 6, 2, 1], 'Andy': [3, 3]}"
WOPR,6,1,"{'WOPR': [3, 6, 2, 1], 'Andy': [3, 3], 'Allice': [5]}"
Andy,3,2,"{'Andy': [3, 3], 'Allice': [5], 'WOPR': [3, 6, 2, 1]}"
Allice,5,2,"{'Allice': [5], 'WOPR': [3, 6, 2, 1], 'Andy': [3, 3]}"
WOPR,6,2,"{'WOPR': [3, 6, 2, 1], 'Andy': [3, 3], 'Allice': [5]}"
Andy,3,3,"{'Andy': [3, 3], 'Allice': [5], 'WOPR': [3, 6, 2, 1]}"
Allice,5,3,"{'Allice': [5], 'WOPR': [3, 6, 2, 1], 'Andy': [3, 3]}"
WOPR,LIAR,LIAR,"{'Allice': [], 'WOPR': [3, 6, 2, 1], 'Andy': [3, 3]}"
Andy,4,2,"{'Andy': [4, 4], 'WOPR': [6, 4, 5, 1]}"
WOPR,LIAR,LIAR,"{'Andy': [4, 4], 'WOPR': [4, 5, 1]}"
WOPR,6,1,"{'WOPR': [4, 6, 6], 'Andy': [6, 6]}"
Andy,6,2,"{'Andy': [6, 6], 'WOPR': [4, 6, 6]}"
WOPR,LIAR,LIAR,"{'Andy': [6, 6], 'WOPR': [6, 6]}"
WOPR,6,1,"{'WOPR': [2, 1], 'Andy': [5, 3]}"
Andy,LIAR,LIAR,"{'WOPR': [1], 'Andy': [5, 3]}"
Andy,5,1,"{'Andy': [4, 1], 'WOPR': [2]}"
WOPR,LIAR,LIAR,"{'Andy': [1], 'WOPR': [2]}"
WOPR,5,1,"{'WOPR': [5], 'Andy': [1]}"
Andy,LIAR,LIAR,"{'WOPR': [5], 'Andy': []}"
Allice,6,1,"{'Hal': [3, 2, 3, 4], 'Allice': [4, 6, 3, 6], 'WOPR': [6, 6, 3, 5], 'Andy': [6, 2, 2, 3]}"
WOPR,6,2,"{'Allice': [4, 6, 3, 6], 'WOPR': [6, 6, 3, 5], 'Andy': [6, 2, 2, 3], 'Hal': [3, 2, 3, 4]}"
Andy,2,3,"{'WOPR': [6, 6, 3, 5], 'Andy': [6, 2, 2, 3], 'Hal': [3, 2, 3, 4], 'Allice': [4, 6, 3, 6]}"
Hal,3,3,"{'Andy': [6, 2, 2, 3], 'Hal': [3, 2, 3, 4], 'Allice': [4, 6, 3, 6], 'WOPR': [6, 6, 3, 5]}"
Allice,6,3,"{'Hal': [3, 2, 3, 4], 'Allice': [4, 6, 3, 6], 'WOPR': [6, 6, 3, 5], 'Andy': [6, 2, 2, 3]}"
WOPR,6,4,"{'Allice': [4, 6, 3, 6], 'WOPR': [6, 6, 3, 5], 'Andy': [6, 2, 2, 3], 'Hal': [3, 2, 3, 4]}"
Andy,2,5,"{'WOPR': [6, 6, 3, 5], 'Andy': [6, 2, 2, 3], 'Hal': [3, 2, 3, 4], 'Allice': [4, 6, 3, 6]}"
Hal,3,5,"{'Andy': [6, 2, 2, 3], 'Hal': [3, 2, 3, 4], 'Allice': [4, 6, 3, 6], 'WOPR': [6, 6, 3, 5]}"
Allice,6,5,"{'Hal': [3, 2, 3, 4], 'Allice': [4, 6, 3, 6], 'WOPR': [6, 6, 3, 5], 'Andy': [6, 2, 2, 3]}"
WOPR,6,6,"{'Allice': [4, 6, 3, 6], 'WOPR': [6, 6, 3, 5], 'Andy': [6, 2, 2, 3], 'Hal': [3, 2, 3, 4]}"
Andy,2,7,"{'WOPR': [6, 6, 3, 5], 'Andy': [6, 2, 2, 3], 'Hal': [3, 2, 3, 4], 'Allice': [4, 6, 3, 6]}"
Hal,3,7,"{'Andy': [6, 2, 2, 3], 'Hal': [3, 2, 3, 4], 'Allice': [4, 6, 3, 6], 'WOPR': [6, 6, 3, 5]}"
Allice,6,7,"{'Hal': [3, 2, 3, 4], 'Allice': [4, 6, 3, 6], 'WOPR': [6, 6, 3, 5], 'Andy': [6, 2, 2, 3]}"
WOPR,LIAR,LIAR,"{'Andy': [6, 2, 2, 3], 'Hal': [3, 2, 3, 4], 'Allice': [6, 3, 6], 'WOPR': [6, 6, 3, 5]}"
Hal,5,1,"{'Andy': [2, 1, 5, 1], 'Hal': [5, 4, 6, 5], 'Allice': [5, 6, 2], 'WOPR': [5, 1, 2, 2]}"
Allice,6,1,"{'Hal': [5, 4, 6, 5], 'Allice': [5, 6, 2], 'WOPR': [5, 1, 2, 2], 'Andy': [2, 1, 5, 1]}"
WOPR,6,2,"{'Allice': [5, 6, 2], 'WOPR': [5, 1, 2, 2], 'Andy': [2, 1, 5, 1], 'Hal': [5, 4, 6, 5]}"
Andy,1,3,"{'WOPR': [5, 1, 2, 2], 'Andy': [2, 1, 5, 1], 'Hal': [5, 4, 6, 5], 'Allice': [5, 6, 2]}"
Hal,5,3,"{'Andy': [2, 1, 5, 1], 'Hal': [5, 4, 6, 5], 'Allice': [5, 6, 2], 'WOPR': [5, 1, 2, 2]}"
Allice,6,3,"{'Hal': [5, 4, 6, 5], 'Allice': [5, 6, 2], 'WOPR': [5, 1, 2, 2], 'Andy': [2, 1, 5, 1]}"
WOPR,2,4,"{'Allice': [5, 6, 2], 'WOPR': [5, 1, 2, 2], 'Andy': [2, 1, 5, 1], 'Hal': [5, 4, 6, 5]}"
Andy,1,5,"{'WOPR': [5, 1, 2, 2], 'Andy': [2, 1, 5, 1], 'Hal': [5, 4, 6, 5], 'Allice': [5, 6, 2]}"
Hal,5,5,"{'Andy': [2, 1, 5, 1], 'Hal': [5, 4, 6, 5], 'Allice': [5, 6, 2], 'WOPR': [5, 1, 2, 2]}"
Allice,6,5,"{'Hal': [5, 4, 6, 5], 'Allice': [5, 6, 2], 'WOPR': [5, 1, 2, 2], 'Andy': [2, 1, 5, 1]}"
WOPR,2,6,"{'Allice': [5, 6, 2], 'WOPR': [5, 1, 2, 2], 'Andy': [2, 1, 5, 1], 'Hal': [5, 4, 6, 5]}"
Andy,LIAR,LIAR,"{'Hal': [5, 4, 6, 5], 'Allice': [5, 6, 2], 'WOPR': [1, 2, 2], 'Andy': [2, 1, 5, 1]}"
Allice,5,1,"{'Hal': [4, 2, 5, 5], 'Allice': [4, 5, 1], 'WOPR': [1, 3, 5], 'Andy': [5, 3, 6, 4]}"
WOPR,5,2,"{'Allice': [4, 5, 1], 'WOPR': [1, 3, 5], 'Andy': [5, 3, 6, 4], 'Hal': [4, 2, 5, 5]}"
Andy,5,3,"{'WOPR': [1, 3, 5], 'Andy': [5, 3, 6, 4], 'Hal': [4, 2, 5, 5], 'Allice': [4, 5, 1]}"
Hal,5,4,"{'Andy': [5, 3, 6, 4], 'Hal': [4, 2, 5, 5], 'Allice': [4, 5, 1], 'WOPR': [1, 3, 5]}"
Allice,5,5,"{'Hal': [4, 2, 5, 5], 'Allice': [4, 5, 1], 'WOPR': [1, 3, 5], 'Andy': [5, 3, 6, 4]}"
