name,wager,wager_count,player_hands
WOPR,LIAR,LIAR,"{'Andy': [5, 3, 6, 4], 'Hal': [4, 2, 5, 5], 'Allice': [4, 5, 1], 'WOPR': [3, 5]}"
Hal,5,1,"{'Andy': [4, 3, 6, 4], 'Hal': [5, 3, 2, 5], 'Allice': [4, 1, 4], 'WOPR': [4, 3]}"
Allice,4,2,"{'Hal': [5, 3, 2, 5], 'Allice': [4, 1, 4], 'WOPR': [4, 3], 'Andy': [4, 3, 6, 4]}"
WOPR,3,3,"{'Allice': [4, 1, 4], 'WOPR': [4, 3], 'Andy': [4, 3, 6, 4], 'Hal': [5, 3, 2, 5]}"
Andy,4,3,"{'WOPR': [4, 3], 'Andy': [4, 3, 6, 4], 'Hal': [5, 3, 2, 5], 'Allice': [4, 1, 4]}"
Hal,5,3,"{'Andy': [4, 3, 6, 4], 'Hal': [5, 3, 2, 5], 'Allice': [4, 1, 4], 'WOPR': [4, 3]}"
Allice,4,4,"{'Hal': [5, 3, 2, 5], 'Allice': [4, 1, 4], 'WOPR': [4, 3], 'Andy': [4, 3, 6, 4]}"
WOPR,4,5,"{'Allice': [4, 1, 4], 'WOPR': [4, 3], 'Andy': [4, 3, 6, 4], 'Hal': [5, 3, 2, 5]}"
Andy,4,6,"{'WOPR': [4, 3], 'Andy': [4, 3, 6, 4], 'Hal': [5, 3, 2, 5], 'Allice': [4, 1, 4]}"
Hal,5,6,"{'Andy': [4, 3, 6, 4], 'Hal': [5, 3, 2, 5], 'Allice': [4, 1, 4], 'WOPR': [4, 3]}"
Allice,LIAR,LIAR,"{'WOPR': [4, 3], 'Andy': [4, 3, 6, 4], 'Hal': [3, 2, 5], 'Allice': [4, 1, 4]}"
Andy,5,1,"{'WOPR': [1, 2], 'Andy': [5, 6, 2, 5], 'Hal': [4, 3, 2], 'Allice': [2, 1, 3]}"
Hal,4,2,"{'Andy': [5, 6, 2, 5], 'Hal': [4, 3, 2], 'Allice': [2, 1, 3], 'WOPR': [1, 2]}"
Allice,4,3,"{'Hal': [4, 3, 2], 'Allice': [2, 1, 3], 'WOPR': [1, 2], 'Andy': [5, 6, 2, 5]}"
WOPR,2,4,"{'Allice': [2, 1, 3], 'WOPR': [1, 2], 'Andy': [5, 6, 2, 5], 'Hal': [4, 3, 2]}"
Andy,5,4,"{'WOPR': [1, 2], 'Andy': [5, 6, 2, 5], 'Hal': [4, 3, 2], 'Allice': [2, 1, 3]}"
Hal,4,5,"{'Andy': [5, 6, 2, 5], 'Hal': [4, 3, 2], 'Allice': [2, 1, 3], 'WOPR': [1, 2]}"
Allice,LIAR,LIAR,"{'WOPR': [1, 2], 'Andy': [5, 6, 2, 5], 'Hal': [3, 2], 'Allice': [2, 1, 3]}"
Andy,4,1,"{'WOPR': [1, 6], 'Andy': [2, 2, 4, 4], 'Hal': [2, 1], 'Allice': [5, 2, 1]}"
Hal,2,2,"{'Andy': [2, 2, 4, 4], 'Hal': [2, 1], 'Allice': [5, 2, 1], 'WOPR': [1, 6]}"
Allice,2,3,"{'Hal': [2, 1], 'Allice': [5, 2, 1], 'WOPR': [1, 6], 'Andy': [2, 2, 4, 4]}"
WOPR,6,3,"{'Allice': [5, 2, 1], 'WOPR': [1, 6], 'Andy': [2, 2, 4, 4], 'Hal': [2, 1]}"
Andy,4,4,"{'WOPR': [1, 6], 'Andy': [2, 2, 4, 4], 'Hal': [2, 1], 'Allice': [5, 2, 1]}"
Hal,2,5,"{'Andy': [2, 2, 4, 4], 'Hal': [2, 1], 'Allice': [5, 2, 1], 'WOPR': [1, 6]}"
Allice,LIAR,LIAR,"{'WOPR': [1, 6], 'Andy': [2, 2, 4, 4], 'Hal': [1], 'Allice': [5, 2, 1]}"
Andy,6,1,"{'WOPR': [1, 3], 'Andy': [6, 5, 3, 6], 'Hal': [4], 'Allice': [1, 1, 3]}"
Hal,4,2,"{'Andy': [6, 5, 3, 6], 'Hal': [4], 'Allice': [1, 1, 3], 'WOPR': [1, 3]}"
Allice,1,3,"{'Hal': [4], 'Allice': [1, 1, 3], 'WOPR': [1, 3], 'Andy': [6, 5, 3, 6]}"
WOPR,3,3,"{'Allice': [1, 1, 3], 'WOPR': [1, 3], 'Andy': [6, 5, 3, 6], 'Hal': [4]}"
Andy,6,3,"{'WOPR': [1, 3], 'Andy': [6, 5, 3, 6], 'Hal': [4], 'Allice': [1, 1, 3]}"
Hal,4,4,"{'Andy': [6, 5, 3, 6], 'Hal': [4], 'Allice': [1, 1, 3], 'WOPR': [1, 3]}"
Allice,1,5,"{'Hal': [4], 'Allice': [1, 1, 3], 'WOPR': [1, 3], 'Andy': [6, 5, 3, 6]}"
WOPR,LIAR,LIAR,"{'Andy': [6, 5, 3, 6], 'Hal': [4], 'Allice': [1, 3], 'WOPR': [1, 3]}"
Hal,1,2,"{'Andy': [4, 2, 2, 4], 'Hal': [1], 'Allice': [1, 5], 'WOPR': [2, 3]}"
Allice,5,2,"{'Hal': [1], 'Allice': [1, 5], 'WOPR': [2, 3], 'Andy': [4, 2, 2, 4]}"
WOPR,3,3,"{'Allice': [1, 5], 'WOPR': [2, 3], 'Andy': [4, 2, 2, 4], 'Hal': [1]}"
Andy,4,3,"{'WOPR': [2, 3], 'Andy': [4, 2, 2, 4], 'Hal': [1], 'Allice': [1, 5]}"
Hal,1,4,"{'Andy': [4, 2, 2, 4], 'Hal': [1], 'Allice': [1, 5], 'WOPR': [2, 3]}"
Allice,5,4,"{'Hal': [1], 'Allice': [1, 5], 'WOPR': [2, 3], 'Andy': [4, 2, 2, 4]}"
WOPR,LIAR,LIAR,"{'Andy': [4, 2, 2, 4], 'Hal': [1], 'Allice': [5], 'WOPR': [2, 3]}"
Hal,6,1,"{'Andy': [2, 2, 4, 5], 'Hal': [6], 'Allice': [6], 'WOPR': [4, 4]}"
Allice,6,2,"{'Hal': [6], 'Allice': [6], 'WOPR': [4, 4], 'Andy': [2, 2, 4, 5]}"
WOPR,4,3,"{'Allice': [6], 'WOPR': [4, 4], 'Andy': [2, 2, 4, 5], 'Hal': [6]}"
Andy,LIAR,LIAR,"{'Hal': [6], 'Allice': [6], 'WOPR': [4, 4], 'Andy': [2, 4, 5]}"
Allice,4,1,"{'Hal': [4], 'Allice': [4], 'WOPR': [3, 2], 'Andy': [4, 6, 3]}"
WOPR,3,2,"{'Allice': [4], 'WOPR': [3, 2], 'Andy': [4, 6, 3], 'Hal': [4]}"
Andy,4,2,"{'WOPR': [3, 2], 'Andy': [4, 6, 3], 'Hal': [4], 'Allice': [4]}"
Hal,4,3,"{'Andy': [4, 6, 3], 'Hal': [4], 'Allice': [4], 'WOPR': [3, 2]}"
Allice,LIAR,LIAR,"{'WOPR': [3, 2], 'Andy': [4, 6, 3], 'Hal': [4], 'Allice': []}"
Hal,6,1,"{'Hal': [6], 'WOPR': [4, 4], 'Andy': [3, 5, 2]}"
WOPR,4,2,"{'WOPR': [4, 4], 'Andy': [3, 5, 2], 'Hal': [6]}"
Andy,5,2,"{'Andy': [3, 5, 2], 'Hal': [6], 'WOPR': [4, 4]}"
Hal,6,2,"{'Hal': [6], 'WOPR': [4, 4], 'Andy': [3, 5, 2]}"
WOPR,4,3,"{'WOPR': [4, 4], 'Andy': [3, 5, 2], 'Hal': [6]}"
Andy,LIAR,LIAR,"{'WOPR': [4], 'Andy': [3, 5, 2], 'Hal': [6]}"
Hal,6,1,"{'Hal': [6], 'WOPR': [4], 'Andy': [2, 4, 3]}"
WOPR,4,2,"{'WOPR': [4], 'Andy': [2, 4, 3], 'Hal': [6]}"
Andy,LIAR,LIAR,"{'WOPR': [4], 'Andy': [4, 3], 'Hal': [6]}"
Hal,1,2,"{'Hal': [1], 'WOPR': [2], 'Andy': [4, 1]}"
WOPR,2,2,"{'WOPR': [2], 'Andy': [4, 1], 'Hal': [1]}"
Andy,4,2,"{'Andy': [4, 1], 'Hal': [1], 'WOPR': [2]}"
Hal,LIAR,LIAR,"{'Andy': [1], 'Hal': [1], 'WOPR': [2]}"
WOPR,LIAR,LIAR,"{'Hal': [1], 'WOPR': [], 'Andy': [6]}"
Andy,6,1,"{'Andy': [6], 'Hal': [5]}"
Hal,LIAR,LIAR,"{'Andy': [6], 'Hal': []}"
Allice,1,2,"{'Hal': [1, 2, 5, 6], 'Allice': [1, 1, 4, 1], 'WOPR': [1, 2, 6, 5], 'Andy': [4, 1, 4, 5]}"
WOPR,6,2,"{'Allice': [1, 1, 4, 1], 'WOPR': [1, 2, 6, 5], 'Andy': [4, 1, 4, 5], 'Hal': [1, 2, 5, 6]}"
Andy,4,3,"{'WOPR': [1, 2, 6, 5], 'Andy': [4, 1, 4, 5], 'Hal': [1, 2, 5, 6], 'Allice': [1, 1, 4, 1]}"
Hal,6,3,"{'Andy': [4, 1, 4, 5], 'Hal': [1, 2, 5, 6], 'Allice': [1, 1, 4, 1], 'WOPR': [1, 2, 6, 5]}"
Allice,1,4,"{'Hal': [1, 2, 5, 6], 'Allice': [1, 1, 4, 1], 'WOPR': [1, 2, 6, 5], 'Andy': [4, 1, 4, 5]}"
WOPR,6,4,"{'Allice': [1, 1, 4, 1], 'WOPR': [1, 2, 6, 5], 'Andy': [4, 1, 4, 5], 'Hal': [1, 2, 5, 6]}"
Andy,4,5,"{'WOPR': [1, 2, 6, 5], 'Andy': [4, 1, 4, 5], 'Hal': [1, 2, 5, 6], 'Allice': [1, 1, 4, 1]}"
Hal,6,5,"{'Andy': [4, 1, 4, 5], 'Hal': [1, 2, 5, 6], 'Allice': [1, 1, 4, 1], 'WOPR': [1, 2, 6, 5]}"
Allice,1,6,"{'Hal': [1, 2, 5, 6], 'Allice': [1, 1, 4, 1], 'WOPR': [1, 2, 6, 5], 'Andy': [4, 1, 4, 5]}"
WOPR,6,6,"{'Allice': [1, 1, 4, 1], 'WOPR': [1, 2, 6, 5], 'Andy': [4, 1, 4, 5], 'Hal': [1, 2, 5, 6]}"
Andy,4,7,"{'WOPR': [1, 2, 6, 5], 'Andy': [4, 1, 4, 5], 'Hal': [1, 2, 5, 6], 'Allice': [1, 1, 4, 1]}"
Hal,LIAR,LIAR,"{'Allice': [1, 1, 4, 1], 'WOPR': [1, 2, 6, 5], 'Andy': [1, 4, 5], 'Hal': [1, 2, 5, 6]}"
WOPR,6,1,"{'Allice': [6, 4, 3, 3], 'WOPR': [5, 6, 1, 4], 'Andy': [6, 6, 5], 'Hal': [1, 1, 3, 2]}"
Andy,6,2,"{'WOPR': [5, 6, 1, 4], 'Andy': [6, 6, 5], 'Hal': [1, 1, 3, 2], 'Allice': [6, 4, 3, 3]}"
Hal,1,3,"{'Andy': [6, 6, 5], 'Hal': [1, 1, 3, 2], 'Allice': [6, 4, 3, 3], 'WOPR': [5, 6, 1, 4]}"
Allice,3,3,"{'Hal': [1, 1, 3, 2], 'Allice': [6, 4, 3, 3], 'WOPR': [5, 6, 1, 4], 'Andy': [6, 6, 5]}"
WOPR,6,3,"{'Allice': [6, 4, 3, 3], 'WOPR': [5, 6, 1, 4], 'Andy': [6, 6, 5], 'Hal': [1, 1, 3, 2]}"
Andy,6,4,"{'WOPR': [5, 6, 1, 4], 'Andy': [6, 6, 5], 'Hal': [1, 1, 3, 2], 'Allice': [6, 4, 3, 3]}"
Hal,1,5,"{'Andy': [6, 6, 5], 'Hal': [1, 1, 3, 2], 'Allice': [6, 4, 3, 3], 'WOPR': [5, 6, 1, 4]}"
Allice,3,5,"{'Hal': [1, 1, 3, 2], 'Allice': [6, 4, 3, 3], 'WOPR': [5, 6, 1, 4], 'Andy': [6, 6, 5]}"
WOPR,6,5,"{'Allice': [6, 4, 3, 3], 'WOPR': [5, 6, 1, 4], 'Andy': [6, 6, 5], 'Hal': [1, 1, 3, 2]}"
Andy,6,6,"{'WOPR': [5, 6, 1, 4], 'Andy': [6, 6, 5], 'Hal': [1, 1, 3, 2], 'Allice': [6, 4, 3, 3]}"
Hal,LIAR,LIAR,"{'Allice': [6, 4, 3, 3], 'WOPR': [5, 6, 1, 4], 'Andy': [6, 5], 'Hal': [1, 1, 3, 2]}"
WOPR,2,1,"{'Allice': [3, 2, 3, 5], 'WOPR': [2, 2, 4, 5], 'Andy': [4, 6], 'Hal': [1, 5, 5, 1]}"
Andy,6,1,"{'WOPR': [2, 2, 4, 5], 'Andy': [4, 6], 'Hal': [1, 5, 5, 1], 'Allice': [3, 2, 3, 5]}"
Hal,1,2,"{'Andy': [4, 6], 'Hal': [1, 5, 5, 1], 'Allice': [3, 2, 3, 5], 'WOPR': [2, 2, 4, 5]}"
Allice,3,2,"{'Hal': [1, 5, 5, 1], 'Allice': [3, 2, 3, 5], 'WOPR': [2, 2, 4, 5], 'Andy': [4, 6]}"
WOPR,2,3,"{'Allice': [3, 2, 3, 5], 'WOPR': [2, 2, 4, 5], 'Andy': [4, 6], 'Hal': [1, 5, 5, 1]}"
Andy,6,3,"{'WOPR': [2, 2, 4, 5], 'Andy': [4, 6], 'Hal': [1, 5, 5, 1], 'Allice': [3, 2, 3, 5]}"
Hal,5,4,"{'Andy': [4, 6], 'Hal': [1, 5, 5, 1], 'Allice': [3, 2, 3, 5], 'WOPR': [2, 2, 4, 5]}"
Allice,3,5,"{'Hal': [1, 5, 5, 1], 'Allice': [3, 2, 3, 5], 'WOPR': [2, 2, 4, 5], 'Andy': [4, 6]}"
WOPR,2,6,"{'Allice': [3, 2, 3, 5], 'WOPR': [2, 2, 4, 5], 'Andy': [4, 6], 'Hal': [1, 5, 5, 1]}"
Andy,6,6,"{'WOPR': [2, 2, 4, 5], 'Andy': [4, 6], 'Hal': [1, 5, 5, 1], 'Allice': [3, 2, 3, 5]}"
Hal,LIAR,LIAR,"{'Allice': [3, 2, 3, 5], 'WOPR': [2, 2, 4, 5], 'Andy': [6], 'Hal': [1, 5, 5, 1]}"
WOPR,1,2,"{'Allice': [4, 2, 5, 6], 'WOPR': [1, 1, 5, 1], 'Andy': [1], 'Hal': [2, 4, 1, 5]}"
Andy,1,3,"{'WOPR': [1, 1, 5, 1], 'Andy': [1], 'Hal': [2, 4, 1, 5], 'Allice': [4, 2, 5, 6]}"
Hal,5,3,"{'Andy': [1], 'Hal': [2, 4, 1, 5], 'Allice': [4, 2, 5, 6], 'WOPR': [1, 1, 5, 1]}"
Allice,6,3,"{'Hal': [2, 4, 1, 5], 'Allice': [4, 2, 5, 6], 'WOPR': [1, 1, 5, 1], 'Andy': [1]}"
WOPR,1,4,"{'Allice': [4, 2, 5, 6], 'WOPR': [1, 1, 5, 1], 'Andy': [1], 'Hal': [2, 4, 1, 5]}"
Andy,1,5,"{'WOPR': [1, 1, 5, 1], 'Andy': [1], 'Hal': [2, 4, 1, 5], 'Allice': [4, 2, 5, 6]}"
Hal,5,5,"{'Andy': [1], 'Hal': [2, 4, 1, 5], 'Allice': [4, 2, 5, 6], 'WOPR': [1, 1, 5, 1]}"
Allice,6,5,"{'Hal': [2, 4, 1, 5], 'Allice': [4, 2, 5, 6], 'WOPR': [1, 1, 5, 1], 'Andy': [1]}"
WOPR,1,6,"{'Allice': [4, 2, 5, 6], 'WOPR': [1, 1, 5, 1], 'Andy': [1], 'Hal': [2, 4, 1, 5]}"
Andy,LIAR,LIAR,"{'Hal': [2, 4, 1, 5], 'Allice': [4, 2, 5, 6], 'WOPR': [1, 5, 1], 'Andy': [1]}"
Allice,3,1,"{'Hal': [5, 1, 6, 6], 'Allice': [4, 3, 2, 3], 'WOPR': [4, 6, 4], 'Andy': [6]}"
WOPR,4,1,"{'Allice': [4, 3, 2, 3], 'WOPR': [4, 6, 4], 'Andy': [6], 'Hal': [5, 1, 6, 6]}"
Andy,6,1,"{'WOPR': [4, 6, 4], 'Andy': [6], 'Hal': [5, 1, 6, 6], 'Allice': [4, 3, 2, 3]}"
Hal,6,2,"{'Andy': [6], 'Hal': [5, 1, 6, 6], 'Allice': [4, 3, 2, 3], 'WOPR': [4, 6, 4]}"
Allice,3,3,"{'Hal': [5, 1, 6, 6], 'Allice': [4, 3, 2, 3], 'WOPR': [4, 6, 4], 'Andy': [6]}"
WOPR,4,3,"{'Allice': [4, 3, 2, 3], 'WOPR': [4, 6, 4], 'Andy': [6], 'Hal': [5, 1, 6, 6]}"
Andy,6,3,"{'WOPR': [4, 6, 4], 'Andy': [6], 'Hal': [5, 1, 6, 6], 'Allice': [4, 3, 2, 3]}"
Hal,6,4,"{'Andy': [6], 'Hal': [5, 1, 6, 6], 'Allice': [4, 3, 2, 3], 'WOPR': [4, 6, 4]}"
Allice,3,5,"{'Hal': [5, 1, 6, 6], 'Allice': [4, 3, 2, 3], 'WOPR': [4, 6, 4], 'Andy': [6]}"
WOPR,4,5,"{'Allice': [4, 3, 2, 3], 'WOPR': [4, 6, 4], 'Andy': [6], 'Hal': [5, 1, 6, 6]}"
Andy,6,5,"{'WOPR': [4, 6, 4], 'Andy': [6], 'Hal': [5, 1, 6, 6], 'Allice': [4, 3, 2, 3]}"
Hal,LIAR,LIAR,"{'Allice': [4, 3, 2, 3], 'WOPR': [4, 6, 4], 'Andy': [], 'Hal': [5, 1, 6, 6]}"
Hal,6,1,"{'Hal': [3, 1, 2, 4], 'Allice': [5, 6, 3, 4], 'WOPR': [4, 1, 6]}"
Allice,6,2,"{'Allice': [5, 6, 3, 4], 'WOPR': [4, 1, 6], 'Hal': [3, 1, 2, 4]}"
WOPR,6,3,"{'WOPR': [4, 1, 6], 'Hal': [3, 1, 2, 4], 'Allice': [5, 6, 3, 4]}"
Hal,4,4,"{'Hal': [3, 1, 2, 4], 'Allice': [5, 6, 3, 4], 'WOPR': [4, 1, 6]}"
Allice,6,4,"{'Allice': [5, 6, 3, 4], 'WOPR': [4, 1, 6], 'Hal': [3, 1, 2, 4]}"
WOPR,LIAR,LIAR,"{'Allice': [6, 3, 4], 'WOPR': [4, 1, 6], 'Hal': [3, 1, 2, 4]}"
Hal,5,1,"{'Hal': [5, 5, 5, 6], 'Allice': [4, 3, 4], 'WOPR': [1, 2, 5]}"
Allice,4,2,"{'Allice': [4, 3, 4], 'WOPR': [1, 2, 5], 'Hal': [5, 5, 5, 6]}"
WOPR,1,3,"{'WOPR': [1, 2, 5], 'Hal': [5, 5, 5, 6], 'Allice': [4, 3, 4]}"
Hal,5,3,"{'Hal': [5, 5, 5, 6], 'Allice': [4, 3, 4], 'WOPR': [1, 2, 5]}"
Allice,4,4,"{'Allice': [4, 3, 4], 'WOPR': [1, 2, 5], 'Hal': [5, 5, 5, 6]}"
WOPR,5,4,"{'WOPR': [1, 2, 5], 'Hal': [5, 5, 5, 6], 'Allice': [4, 3, 4]}"
Hal,5,5,"{'Hal': [5, 5, 5, 6], 'Allice': [4, 3, 4], 'WOPR': [1, 2, 5]}"
Allice,LIAR,LIAR,"{'Hal': [5, 5, 6], 'Allice': [4, 3, 4], 'WOPR': [1, 2, 5]}"
WOPR,5,1,"{'WOPR': [4, 1, 5], 'Hal': [5, 4, 2], 'Allice': [4, 4, 3]}"
Hal,5,2,"{'Hal': [5, 4, 2], 'Allice': [4, 4, 3], 'WOPR': [4, 1, 5]}"
Allice,4,3,"{'Allice': [4, 4, 3], 'WOPR': [4, 1, 5], 'Hal': [5, 4, 2]}"
WOPR,5,3,"{'WOPR': [4, 1, 5], 'Hal': [5, 4, 2], 'Allice': [4, 4, 3]}"
Hal,LIAR,LIAR,"{'WOPR': [1, 5], 'Hal': [5, 4, 2], 'Allice': [4, 4, 3]}"
Allice,6,1,"{'Allice': [2, 6, 3], 'WOPR': [4, 6], 'Hal': [3, 5, 6]}"
WOPR,6,2,"{'WOPR': [4, 6], 'Hal': [3, 5, 6], 'Allice': [2, 6, 3]}"
Hal,5,3,"{'Hal': [3, 5, 6], 'Allice': [2, 6, 3], 'WOPR': [4, 6]}"
Allice,6,3,"{'Allice': [2, 6, 3], 'WOPR': [4, 6], 'Hal': [3, 5, 6]}"
WOPR,LIAR,LIAR,"{'Allice': [2, 6, 3], 'WOPR': [6], 'Hal': [3, 5, 6]}"
Hal,4,1,"{'Hal': [4, 3, 1], 'Allice': [5, 4, 5], 'WOPR': [5]}"
Allice,5,1,"{'Allice': [5, 4, 5], 'WOPR': [5], 'Hal': [4, 3, 1]}"
WOPR,6,1,"{'WOPR': [5], 'Hal': [4, 3, 1], 'Allice': [5, 4, 5]}"
Hal,4,2,"{'Hal': [4, 3, 1], 'Allice': [5, 4, 5], 'WOPR': [5]}"
Allice,5,2,"{'Allice': [5, 4, 5], 'WOPR': [5], 'Hal': [4, 3, 1]}"
WOPR,5,3,"{'WOPR': [5], 'Hal': [4, 3, 1], 'Allice': [5, 4, 5]}"
Hal,LIAR,LIAR,"{'WOPR': [5], 'Hal': [3, 1], 'Allice': [5, 4, 5]}"
Allice,6,1,"{'Allice': [4, 6, 6], 'WOPR': [5], 'Hal': [4, 1]}"
WOPR,5,2,"{'WOPR': [5], 'Hal': [4, 1], 'Allice': [4, 6, 6]}"
Hal,4,3,"{'Hal': [4, 1], 'Allice': [4, 6, 6], 'WOPR': [5]}"
Allice,6,3,"{'Allice': [4, 6, 6], 'WOPR': [5], 'Hal': [4, 1]}"
WOPR,LIAR,LIAR,"{'Allice': [6, 6], 'WOPR': [5], 'Hal': [4, 1]}"
Hal,6,1,"{'Hal': [3, 6], 'Allice': [1, 1], 'WOPR': [5]}"
Allice,1,2,"{'Allice': [1, 1], 'WOPR': [5], 'Hal': [3, 6]}"
WOPR,5,2,"{'WOPR': [5], 'Hal': [3, 6], 'Allice': [1, 1]}"
Hal,6,2,"{'Hal': [3, 6], 'Allice': [1, 1], 'WOPR': [5]}"
Allice,1,3,"{'Allice': [1, 1], 'WOPR': [5], 'Hal': [3, 6]}"
WOPR,LIAR,LIAR,"{'Allice': [1], 'WOPR': [5], 'Hal': [3, 6]}"
Hal,5,1,"{'Hal': [1, 5], 'Allice': [5], 'WOPR': [2]}"
Allice,5,2,"{'Allice': [5], 'WOPR': [2], 'Hal': [1, 5]}"
WOPR,LIAR,LIAR,"{'Allice': [5], 'WOPR': [], 'Hal': [1, 5]}"
Hal,4,1,"{'Hal': [4, 3], 'Allice': [6]}"
Allice,6,1,"{'Allice': [6], 'Hal': [4, 3]}"
Hal,LIAR,LIAR,"{'Allice': [6], 'Hal': [3]}"
Hal,4,1,"{'Hal': [2], 'Allice': [4]}"
Allice,LIAR,LIAR,"{'Hal': [2], 'Allice': []}"
Allice,6,1,"{'Hal': [3, 6, 2, 6], 'Allice': [6, 2, 2, 6], 'WOPR': [3, 2, 2, 2], 'Andy': [6, 1, 6, 1]}"
WOPR,2,2,"{'Allice': [6, 2, 2, 6], 'WOPR': [3, 2, 2, 2], 'Andy': [6, 1, 6, 1], 'Hal': [3, 6, 2, 6]}"
Andy,6,2,"{'WOPR': [3, 2, 2, 2], 'Andy': [6, 1, 6, 1], 'Hal': [3, 6, 2, 6], 'Allice': [6, 2, 2, 6]}"
Hal,6,3,"{'Andy': [6, 1, 6, 1], 'Hal': [3, 6, 2, 6], 'Allice': [6, 2, 2, 6], 'WOPR': [3, 2, 2, 2]}"
Allice,6,4,"{'Hal': [3, 6, 2, 6], 'Allice': [6, 2, 2, 6], 'WOPR': [3, 2, 2, 2], 'Andy': [6, 1, 6, 1]}"
WOPR,2,5,"{'Allice': [6, 2, 2, 6], 'WOPR': [3, 2, 2, 2], 'Andy': [6, 1, 6, 1], 'Hal': [3, 6, 2, 6]}"
Andy,6,5,"{'WOPR': [3, 2, 2, 2], 'Andy': [6, 1, 6, 1], 'Hal': [3, 6, 2, 6], 'Allice': [6, 2, 2, 6]}"
Hal,6,6,"{'Andy': [6, 1, 6, 1], 'Hal': [3, 6, 2, 6], 'Allice': [6, 2, 2, 6], 'WOPR': [3, 2, 2, 2]}"
Allice,6,7,"{'Hal': [3, 6, 2, 6], 'Allice': [6, 2, 2, 6], 'WOPR': [3, 2, 2, 2], 'Andy': [6, 1, 6, 1]}"
WOPR,2,8,"{'Allice': [6, 2, 2, 6], 'WOPR': [3, 2, 2, 2], 'Andy': [6, 1, 6, 1], 'Hal': [3, 6, 2, 6]}"
